Card 1,Card 2,Card 3,Score
7c,Jc,Ts,0.310191941
2h,Qh,Ts,0.310166432
6h,7d,Ks,0.310161488
4s,Jc,Kh,0.310145279
3h,8h,Th,0.310145279
8s,9h,Kc,0.310145279
4c,Jd,Qd,0.310118786
6s,9s,Tc,0.310098140
6d,8c,Jc,0.310089576
6s,Kh,Qc,0.310069569
7s,Jd,Td,0.310067526
5c,6c,Kh,0.310065623
2c,3s,Ac,0.310039907
3s,Kd,Td,0.310038953
3c,As,Jh,0.310012224
7h,Jc,Td,0.310012224
3s,Jc,Ks,0.309934371
2c,2d,3c,0.309934371
2d,2h,Jc,0.309908308
3c,9c,Qs,0.309908308
7s,8s,9c,0.309904709
7s,9h,Qh,0.309856013
3h,Jc,Tc,0.309850591
4h,6s,Kc,0.309844778
3d,Jd,Kh,0.309823440
4h,8h,Ks,0.309803491
7d,Kc,Tc,0.309796229
6c,8c,Ks,0.309796229
2c,Js,Qc,0.309750741
6s,9c,Jc,0.309714228
4s,Kc,Qh,0.309671184
7h,9s,Jd,0.309644549
2c,2d,3s,0.309631670
6h,Qc,Td,0.309630780
2c,8d,Ac,0.309617856
2c,9h,Ad,0.309591105
5d,Jc,Qs,0.309589192
5c,9s,Ks,0.309579004
3s,Jh,Th,0.309500929
2s,4d,As,0.309500929
3c,Js,Qc,0.309483511
4c,Jh,Qh,0.309464865
6h,8s,9s,0.309456465
7h,8c,Jc,0.309448602
7c,8d,Js,0.309444855
4s,5h,Kh,0.309429359
5d,Jh,Qc,0.309429359
6c,9d,Ks,0.309402193
7d,8h,Th,0.309396051
4h,Qs,Th,0.309369691
5h,8s,Ad,0.309347682
3d,7c,Ac,0.309343275
2d,8c,Ad,0.309324111
6c,7d,9c,0.309320336
5d,Kh,Tc,0.309320336
4c,9h,As,0.309316803
4c,Jc,Qd,0.309263687
7h,Qs,Th,0.309238883
6d,9c,Ks,0.309237933
4s,Qd,Td,0.309210343
6c,Js,Ts,0.309210343
4c,8c,Kh,0.309181737
2d,Js,Kh,0.309156769
5h,9d,Kc,0.309154979
5c,9s,As,0.309129895
2c,8d,Ah,0.309127205
2c,6c,As,0.309075974
2s,Ks,Qh,0.308994653
2c,3c,4c,0.308994653
3d,9h,Kd,0.308967428
4c,6s,Ah,0.308941120
2h,Js,Kc,0.308931036
6c,8h,Ad,0.308931036
2s,4h,Ah,0.308922207
6d,Qc,Th,0.308921293
5d,Qh,Tc,0.308857935
2c,8h,As,0.308857935
7d,9s,Qs,0.308817548
4c,6c,Kd,0.308815767
7d,Jh,Td,0.308802830
2d,2h,5s,0.308802830
3c,9s,As,0.308802830
4d,Ac,Ts,0.308775187
2c,7d,Ac,0.308738507
3h,Kc,Td,0.308731757
4d,7h,As,0.308719719
3s,Jh,Kc,0.308697801
6c,7s,8s,0.308691893
2c,5d,As,0.308671618
2d,2s,8c,0.308664007
8s,9h,Kd,0.308664007
2s,6d,Ah,0.308625442
2h,5h,Ad,0.308572951
2s,5s,Ts,0.308551845
6d,7h,Kd,0.308551845
3d,9d,Kc,0.308539891
3c,Kh,Qh,0.308529294
7h,Jc,Qh,0.308500106
2d,8d,Ac,0.308495392
7s,9s,Qd,0.308490971
4h,8s,As,0.308486816
2d,Ks,Td,0.308467071
2d,2h,Ts,0.308467071
2s,6d,Ad,0.308438688
6s,Kh,Td,0.308438688
6s,7c,Ks,0.308412141
3d,8h,Ah,0.308381733
6d,9h,Td,0.308353160
4c,7d,Ad,0.308353160
2d,3s,Ad,0.308295823
7d,8d,Ks,0.308272294
2s,5s,Js,0.308267059
7c,8s,9c,0.308264179
6c,7d,Qd,0.308204516
3d,Kc,Ts,0.308174580
4c,As,Th,0.308168378
6c,7c,Kh,0.308151357
6h,Qh,Td,0.308151357
6s,8c,Qs,0.308129547
2c,6c,Ad,0.308129547
2d,Kh,Qd,0.308084357
2c,7h,As,0.308034612
4h,Jh,Ks,0.307987803
2d,6s,Ah,0.307987803
5d,Qh,Td,0.307987803
4h,8s,Kh,0.307971382
3h,7s,Ad,0.307932580
2h,Qc,Th,0.307930671
4d,9d,Td,0.307902011
5h,9c,Kd,0.307888093
5h,Jd,Qd,0.307887194
5c,8d,Kc,0.307874979
2d,4h,As,0.307857510
6h,9d,Qs,0.307857510
5c,Jh,Ks,0.307832271
4s,9d,Kd,0.307815653
2d,Kh,Td,0.307797939
3c,7h,Kc,0.307786740
6h,8h,9d,0.307776210
8h,Js,Kc,0.307776210
2h,6h,8h,0.307757763
5h,Kd,Tc,0.307728722
4c,7h,Ah,0.307728722
3h,Js,Kc,0.307728722
6c,Jd,Qd,0.307699617
5h,6d,Ks,0.307686013
7d,8c,Jd,0.307670448
6h,9s,Qs,0.307663367
4h,5h,8h,0.307641214
4s,Jc,Qh,0.307635005
7h,8c,9s,0.307623643
4d,Kc,Ts,0.307606581
2h,Kc,Qs,0.307606581
4c,5c,7c,0.307606581
7c,Jd,Ts,0.307587292
3h,8d,As,0.307582552
2h,4s,Ac,0.307526485
4d,6s,Ac,0.307518416
3c,3h,7d,0.307494068
3d,Kc,Tc,0.307465399
2h,Kc,Ts,0.307434750
4h,9d,Kh,0.307405894
5h,Qh,Td,0.307405894
5d,9d,Kc,0.307378678
6c,9c,Kd,0.307371184
4h,Qc,Td,0.307347994
6s,Jc,Tc,0.307342378
3c,Qc,Ts,0.307318950
7d,8h,Ks,0.307315315
5s,Jh,Qd,0.307289843
5c,6h,Ks,0.307289843
7h,8d,Kc,0.307289843
2h,Kd,Qs,0.307260672
2s,3c,3h,0.307255195
7s,8c,Td,0.307255195
2d,6d,9d,0.307202139
5c,7d,Kd,0.307180556
2h,8h,Jh,0.307164507
6d,8d,9s,0.307155698
2d,Js,Kd,0.307152012
3c,Jc,Kh,0.307152012
2h,Ac,Jd,0.307124331
3c,As,Jd,0.307066016
5s,7c,Kh,0.307054683
6s,Jd,Tc,0.307042631
7d,9h,Th,0.307024997
6s,9d,Kc,0.307024997
2h,2s,Qd,0.307016079
7h,8d,Jc,0.307008380
4c,Jd,Td,0.306995246
2d,9h,Ac,0.306995246
2d,3d,Ac,0.306979469
6c,9c,Qh,0.306950497
6d,8s,Ks,0.306921463
7s,8s,Kd,0.306902698
3s,8c,Ah,0.306888724
4s,9c,Kd,0.306888724
3d,3s,8s,0.306851526
2c,8c,9c,0.306851526
3s,4d,Ad,0.306764331
5s,6c,Ad,0.306764331
4d,Jh,Qs,0.306754861
2d,2s,3c,0.306754861
7c,Qh,Td,0.306745942
2d,7h,Ac,0.306737527
4c,8c,Qd,0.306737527
7d,9d,Jh,0.306733055
2h,2s,8d,0.306724512
7h,9h,Tc,0.306716468
2s,6s,9s,0.306701707
6h,9c,Th,0.306686930
4h,5c,As,0.306663612
7s,8h,Kc,0.306651400
3s,9s,Qc,0.306638794
4d,6d,Kc,0.306638794
3d,4c,Ac,0.306633060
3d,9s,Qd,0.306633060
5c,8h,Qc,0.306612325
5c,Kc,Qh,0.306612325
5s,Qc,Th,0.306602440
2s,Kd,Td,0.306593679
2h,Jc,Qs,0.306568137
3s,Jd,Qd,0.306538277
3c,3s,9h,0.306538277
7h,8d,Js,0.306510169
4h,Js,Ts,0.306508353
7c,8s,Kd,0.306479273
3s,Js,Kc,0.306479273
2c,8c,Tc,0.306478364
3s,Jd,Qh,0.306448309
4h,Jd,Td,0.306448309
3d,Ks,Tc,0.306448309
6s,7s,Qd,0.306448309
6c,9c,Td,0.306419050
6d,9c,Qs,0.306416304
6s,7c,8d,0.306414168
7c,Js,Qh,0.306389729
4c,7c,Kd,0.306388003
6h,8d,As,0.306352071
3d,8d,Ac,0.306327432
7d,8h,Js,0.306323753
2c,Kh,Ts,0.306319842
6d,9h,Kd,0.306266596
2s,8h,Ah,0.306266596
4c,9s,Kd,0.306261052
3h,Jc,Kd,0.306242187
3d,6d,Td,0.306236078
2s,8c,As,0.306229596
3c,Kd,Qh,0.306215366
3d,Kc,Td,0.306212490
6h,7s,Kh,0.306190175
4c,Kh,Ts,0.306182729
4h,7h,Th,0.306182729
5h,Kc,Td,0.306123016
3c,4h,As,0.306113332
2c,Jh,Qc,0.306093063
4h,Kd,Tc,0.306082477
4c,Jh,Qc,0.306063047
4s,Kd,Ts,0.306032965
5h,Qc,Ts,0.306007391
2h,3h,Jh,0.305958369
5s,7c,Ah,0.305942333
2s,3s,8s,0.305927170
6s,8s,Qd,0.305927170
2d,5s,Ac,0.305911992
2d,3d,Jd,0.305911992
6s,8s,Kd,0.305911071
4h,Qs,Ts,0.305878817
3h,8c,Ac,0.305864564
6s,8s,Kh,0.305864564
4c,7s,Kd,0.305833157
5d,Kc,Td,0.305820574
2d,Kc,Qh,0.305801679
3d,6c,Kc,0.305801679
2s,9d,As,0.305801679
2c,Js,Kd,0.305789969
2d,2h,9s,0.305749060
3d,9d,Kh,0.305728561
6d,9c,Qd,0.305716434
3s,4d,Ac,0.305706823
3d,Jd,Qh,0.305675063
2d,Ah,Kc,0.305604940
5d,9h,Ac,0.305579354
2h,8c,Ad,0.305579354
7h,Jc,Qs,0.305552168
3c,Kh,Ts,0.305542724
2c,2h,6s,0.305515189
4s,9c,Ad,0.305448889
4s,5s,9s,0.305447145
7c,8c,9s,0.305417473
5d,Jh,Qh,0.305417473
4h,9c,As,0.305322810
7s,8d,Ks,0.305320948
7h,9c,Ts,0.305293761
2s,Js,Kh,0.305293761
7d,Jc,Td,0.305291117
2h,9c,Kc,0.305291117
3h,7c,Ah,0.305255612
7h,Jd,Tc,0.305236131
2c,2s,6d,0.305195616
6c,9s,Kc,0.305169865
3s,Jc,Ts,0.305169865
3s,7s,Ah,0.305163642
3c,Jc,Qd,0.305138724
3d,8c,Ah,0.305138724
4s,Jd,Qh,0.305081932
4s,Jh,Qc,0.305057811
3c,6c,Tc,0.305057811
3h,7h,Kc,0.305057811
2d,2h,9h,0.305057811
4d,9h,Jd,0.305054222
4d,Qc,Th,0.305035032
7s,8c,9d,0.305002701
2s,8s,Ah,0.304982007
3h,5h,Kc,0.304982007
2d,9s,Ac,0.304970297
4c,Qc,Ts,0.304970297
5s,9s,Qd,0.304970297
2c,Qd,Tc,0.304937822
2d,5h,Ac,0.304924428
4s,8h,As,0.304918844
2c,6d,Ad,0.304887159
6h,Qd,Tc,0.304839958
6c,8d,Kd,0.304823583
2c,4c,Ad,0.304823583
6s,Js,Td,0.304807190
3c,8s,Ad,0.304807190
4d,5d,Td,0.304727698
7d,Jc,Qh,0.304708445
2s,8h,As,0.304683431
8h,Kd,Qc,0.304683431
6d,7h,8d,0.304642244
4c,Jh,Tc,0.304642244
7d,9s,Ts,0.304620709
2s,Jc,Kd,0.304619785
2h,Kc,Qd,0.304598868
7h,9d,Td,0.304575743
5h,Js,Qc,0.304566484
3c,4c,Tc,0.304542380
5d,Ks,Tc,0.304501501
6h,9d,Th,0.304501501
7s,8d,Td,0.304468902
4d,9d,Qh,0.304441837
4h,9c,Kh,0.304436231
5d,9h,Kh,0.304425899
5s,Kc,Th,0.304403488
7c,Jd,Qd,0.304337785
4s,8h,Ks,0.304301350
5d,Js,Qc,0.304271789
7d,8s,Qh,0.304238682
2h,8h,Ad,0.304238682
5c,7h,Qc,0.304172245
3c,8s,Ah,0.304172245
3s,5d,Ah,0.304141621
6c,8d,9h,0.304101690
3h,9h,Ks,0.304076562
7h,9c,Tc,0.304072034
3h,7h,8h,0.304062173
7c,8h,Th,0.304053976
2d,2h,6d,0.304049084
5c,6d,Ks,0.304011220
7d,9d,Jc,0.304011220
6s,7h,Ks,0.304004852
7s,8c,Qs,0.304004852
2d,5d,Td,0.303953379
2s,3c,Ah,0.303953379
5d,7c,Kd,0.303944790
7c,Jd,Qs,0.303928670
6h,8d,Kh,0.303903513
5d,Qs,Th,0.303903513
2s,5s,Ah,0.303889236
5c,8d,Kd,0.303889236
4d,Jd,Qc,0.303869582
6s,7c,9s,0.303869582
6d,7h,8c,0.303813474
4h,Jh,Qd,0.303813474
3h,Jc,Th,0.303813474
4c,9d,Kd,0.303801489
2c,Qc,Th,0.303792507
7d,Qd,Tc,0.303780263
7d,9s,Th,0.303780263
3c,9s,Ad,0.303767328
3d,7d,Td,0.303767328
7h,8h,Kd,0.303767328
6d,7h,9h,0.303753642
2c,Qs,Td,0.303746979
2h,7h,Th,0.303727676
7s,Jh,Tc,0.303718392
6d,8d,Tc,0.303664379
4d,5s,Kc,0.303664379
2h,As,Jc,0.303647645
2c,2h,6h,0.303646687
6s,7s,8d,0.303646687
3c,9h,As,0.303646687
6s,7h,8s,0.303613970
5h,7c,8c,0.303613108
2c,8d,As,0.303613108
7s,Js,Qd,0.303613108
5c,7c,9s,0.303612148
5d,Jc,Qh,0.303498564
2d,3h,Ah,0.303465551
4d,Js,Qd,0.303465551
5c,Kd,Th,0.303432466
2c,2d,4s,0.303410923
6c,9h,Th,0.303386397
4c,7s,Kc,0.303356697
3s,6h,Ah,0.303351291
2d,7c,Ah,0.303341790
2c,4h,Ac,0.303324232
2s,Jd,Qd,0.303316105
6c,Qd,Th,0.303280839
7c,8h,Jc,0.303280839
4c,6h,Ac,0.303280839
6d,8c,Ac,0.303245491
4h,9h,Kd,0.303245491
2c,Qh,Th,0.303198857
5d,7s,Ks,0.303193683
2d,3d,5d,0.303165193
2c,8c,Ad,0.303100389
5h,Kd,Qh,0.303067528
7s,8c,Js,0.303067528
3s,7s,8s,0.303065593
3h,4c,Ad,0.303065593
5h,9s,Ks,0.303029800
6c,Qc,Ts,0.302995766
7h,8c,Jh,0.302961658
7s,9s,Jd,0.302960735
7h,Js,Qd,0.302893216
2c,2h,Td,0.302893216
4c,5d,Kd,0.302893216
6h,7h,8c,0.302893216
6c,9c,Qs,0.302858881
5d,9h,Ad,0.302858881
7d,8c,Jh,0.302855165
3d,3h,9s,0.302824471
4s,7d,Kd,0.302789986
3h,8d,Ac,0.302789986
2d,2h,9c,0.302755424
4h,7d,Kd,0.302755424
2h,3d,As,0.302701701
5d,8h,Kh,0.302694088
4s,Kd,Qh,0.302686070
5h,9d,Qh,0.302659237
6c,7h,Jh,0.302635596
2c,4c,Tc,0.302635596
2s,3s,4s,0.302626251
5d,7c,Qc,0.302616408
5s,9d,Qs,0.302606027
6s,8h,9c,0.302606027
7d,8c,Js,0.302602439
2s,4c,As,0.302595061
6h,7s,9h,0.302592222
5h,Kc,Tc,0.302592222
2d,3d,4d,0.302592222
7s,Qs,Tc,0.302581461
3c,7c,Tc,0.302547292
4s,9d,Ac,0.302523944
4c,Kd,Td,0.302507317
4s,Qc,Ts,0.302476153
5d,9h,Kd,0.302476153
3s,Kc,Th,0.302469107
3c,7d,As,0.302440893
5c,7s,8d,0.302435598
4s,Jc,Qc,0.302420969
2s,8d,Ah,0.302409485
2d,2s,9c,0.302389292
4c,9c,Kh,0.302383969
2c,2h,7d,0.302370138
6h,7h,Ks,0.302370138
5c,8h,Ks,0.302352879
3h,Qc,Ts,0.302270207
2s,Jc,Kh,0.302263409
7c,9h,Kd,0.302263409
4h,9d,Ac,0.302243136
3s,Jh,Qh,0.302227673
3s,Kc,Td,0.302227673
3s,7s,Kh,0.302221709
4s,Kc,Qd,0.302206386
3h,Ks,Th,0.302199026
6s,9c,Qh,0.302199026
6s,7c,Kd,0.302178059
2d,Jc,Kc,0.302178059
5c,Jc,Qd,0.302178059
2s,4h,Ac,0.302178059
2h,Qs,Th,0.302130782
5d,9d,Kh,0.302107970
4h,8c,Kc,0.302085682
7h,Jc,Qd,0.302081858
2h,2s,6h,0.302072809
4s,7d,Ks,0.302072809
3h,6s,Ah,0.302058533
3s,6s,Ac,0.302037572
2d,8s,Ad,0.302011557
2s,4s,7s,0.302002256
2d,3d,As,0.302002256
2s,7s,Ad,0.301924288
6d,Jc,Ks,0.301924288
4s,5d,Ks,0.301889612
4c,7c,Ks,0.301824505
2s,3h,Ah,0.301815783
3d,9s,As,0.301792488
5h,6h,Kc,0.301788718
6h,8d,Th,0.301785134
3s,9h,Kc,0.301785134
3h,6h,7h,0.301785134
3h,7s,Ks,0.301750158
3c,6c,Ad,0.301716905
3c,7c,Ah,0.301715105
3d,5c,Ac,0.301680878
3s,Jd,Kh,0.301679119
5d,8d,Qs,0.301611172
3s,5s,7s,0.301608584
6h,7c,Kh,0.301607631
5c,8s,Qc,0.301535966
4c,Jd,Ks,0.301535966
7h,8s,Jc,0.301533093
5c,9d,Qd,0.301533093
6d,8c,Ks,0.301509953
4d,6d,Ks,0.301506650
4d,8s,Ad,0.301499536
2c,Kd,Qh,0.301467592
3d,9h,Kc,0.301467592
6h,8s,Tc,0.301431923
2c,7c,As,0.301431923
6s,7d,Qd,0.301426429
5c,Js,Qh,0.301414543
2h,2s,Qs,0.301402285
5h,Jd,Qs,0.301396176
7c,9c,Js,0.301396176
5c,6c,Kd,0.301382987
2h,9s,Ks,0.301316151
7h,8s,Qs,0.301316151
6c,8h,Kh,0.301316151
3h,Qd,Tc,0.301313578
5d,Jd,Qc,0.301288465
4c,6h,As,0.301269495
6d,8h,Kc,0.301262086
8d,9s,Kh,0.301262086
6c,8h,Th,0.301259232
6c,8d,Qh,0.301252403
6d,7s,Qs,0.301252403
7s,8s,Qd,0.301242218
2c,2s,Kd,0.301226848
3d,Jh,Ks,0.301216262
2s,6s,Ad,0.301180041
3s,5s,9s,0.301167950
6s,Jh,Qd,0.301130689
4c,9d,Ah,0.301120679
6c,8c,Jh,0.301107359
5d,Jh,Qs,0.301070897
6d,9s,Qs,0.301070897
6c,Qh,Td,0.301049517
6d,Qs,Td,0.301043711
4d,6d,Ah,0.301018401
6s,7h,8h,0.301018401
2h,9c,As,0.301013820
6s,Jc,Th,0.300962961
3s,6d,As,0.300961027
2c,5c,Ah,0.300924241
4s,Js,Th,0.300885430
7h,9s,Qd,0.300853945
3s,Jc,Qd,0.300850422
3c,5h,Ad,0.300747941
2s,9s,Kc,0.300734746
6c,7d,Kh,0.300734746
3d,9c,Ks,0.300729274
5d,8c,Ks,0.300729274
4c,5c,6h,0.300725447
3s,4s,7s,0.300701795
2h,5c,As,0.300689046
5d,6h,Qd,0.300652565
6h,Qs,Th,0.300616005
7s,8h,Qh,0.300605545
2d,Jh,Qd,0.300600043
7h,8s,9d,0.300551832
3c,7h,As,0.300542644
4c,8h,Ad,0.300533889
2s,9s,Kd,0.300522838
7c,8c,Td,0.300514130
2d,9s,Qd,0.300476343
4c,6d,Ac,0.300476343
6c,8s,Qs,0.300468960
5s,7h,Qh,0.300468960
2c,Js,Kh,0.300461926
3d,Jh,Th,0.300455216
2s,5d,Ks,0.300400514
7s,9d,Qc,0.300394952
5s,Qc,Td,0.300389653
2d,Jh,Qs,0.300353401
3c,9d,Kh,0.300324342
3h,4c,Kh,0.300320617
3s,Kh,Qd,0.300292166
4h,Kc,Th,0.300292166
7s,Qc,Td,0.300283327
5c,7s,Ks,0.300247824
4c,8h,Qc,0.300244172
2c,5c,Tc,0.300170959
6d,8h,Qh,0.300170959
4s,Jc,Kd,0.300170959
3d,4s,Ac,0.300170959
2d,Jc,Ks,0.300134233
7d,8h,Jh,0.300133336
4h,Jc,Ks,0.300132395
3d,Qd,Th,0.300091759
6s,9c,Ts,0.300060543
3d,Jh,Td,0.300057841
5c,9c,Kh,0.300023577
3c,9c,Ks,0.300019967
5d,6h,Kh,0.299990843
7c,9d,Jh,0.299986532
4d,Ks,Th,0.299954590
5c,Qh,Ts,0.299943965
2c,2s,3h,0.299912198
2s,4c,Ac,0.299874909
7s,Jd,Qh,0.299851922
5h,Qh,Ts,0.299851922
2c,Kh,Td,0.299837539
6d,Jh,Ks,0.299829325
4d,5d,Kc,0.299829325
2c,Ks,Ts,0.299829325
2d,9h,Ah,0.299808804
2h,Js,Qd,0.299800087
4d,Jh,Qc,0.299800087
2h,3c,Ac,0.299772162
6s,9d,Jc,0.299755036
3h,Kc,Qd,0.299741874
2s,3s,6s,0.299724936
5s,Js,Qc,0.299702327
6h,8d,9d,0.299698644
2s,5s,7s,0.299687238
6d,7d,Tc,0.299649456
6s,8d,Js,0.299624809
6s,9s,Kd,0.299622959
5c,Jh,Th,0.299551634
2c,9d,Kc,0.299513460
5c,Js,Kc,0.299492291
3h,6d,Ah,0.299492291
4h,7s,Ks,0.299476184
6h,7h,9d,0.299438827
6c,8c,9s,0.299401390
8h,Ks,Qc,0.299401390
4h,7s,Kh,0.299400557
5c,7h,8c,0.299363871
5s,9s,Kc,0.299363871
6d,9s,Js,0.299363871
6h,7s,Ks,0.299344186
2d,Kc,Qc,0.299323516
7h,9s,Td,0.299292780
7d,8h,Qc,0.299250826
7h,9d,Qs,0.299250826
6d,Jc,Tc,0.299228309
4s,Jh,Kc,0.299212980
7s,8c,Kh,0.299204662
4h,9c,Ad,0.299198336
4s,8c,Qs,0.299198336
2h,8d,Ah,0.299195486
3s,9c,Ad,0.299137042
5d,Qs,Td,0.299124973
7h,9s,Qc,0.299124973
6s,7s,Kh,0.299111656
2s,8c,Ah,0.299022512
5c,9h,Kd,0.299004754
2d,4s,Ah,0.298994219
6d,7h,Td,0.298994219
5c,9c,Qs,0.298984169
3d,6d,7d,0.298954898
7h,Js,Tc,0.298924147
5d,9s,Kc,0.298924147
5h,6d,Kd,0.298868632
6c,8d,9c,0.298868632
6c,9s,Jc,0.298868632
3h,8s,As,0.298843169
6d,7s,Td,0.298836404
5c,9s,Kh,0.298836404
7c,8h,Ks,0.298829951
6s,Qs,Th,0.298829951
7s,9h,Qs,0.298829951
6h,7c,As,0.298785892
3h,9c,Kh,0.298785892
3s,6c,Ac,0.298771356
7s,8d,Th,0.298756963
5c,9s,Qc,0.298725086
4s,5c,As,0.298721000
2h,9d,Ks,0.298721000
2c,9c,As,0.298674372
5s,9h,Kd,0.298669162
3h,8s,Ad,0.298639082
5h,9s,Qs,0.298637127
3s,Js,Qc,0.298635262
3d,7c,As,0.298631782
7c,Js,Qd,0.298631782
6h,8d,Kc,0.298597000
3c,6c,Ah,0.298596066
2d,9d,Ah,0.298596066
6d,7d,Kh,0.298595174
3c,6c,Kh,0.298556783
3h,4d,Ah,0.298556783
6h,9h,Jc,0.298517413
5s,6d,Kd,0.298479751
6c,7d,Kc,0.298477955
2d,7d,8d,0.298441109
3d,5h,As,0.298367890
4c,9c,Qd,0.298329870
2h,9d,As,0.298324679
4s,8d,Ks,0.298313551
4c,7h,Kc,0.298307577
2d,8d,As,0.298291769
5d,Kh,Qc,0.298279346
6h,9d,Qh,0.298279346
3h,9c,Ks,0.298266594
5h,7d,Kd,0.298239358
2h,8s,Ah,0.298199281
4d,7h,Qh,0.298199281
3d,9d,Ac,0.298185320
3h,Js,Qs,0.298181658
7d,9c,Qs,0.298159114
2c,3d,Ac,0.298110093
7c,Qs,Td,0.298108298
7d,9s,Qh,0.298108298
3h,Ks,Ts,0.298100039
5c,6c,7s,0.298100039
2c,3h,As,0.298078509
3h,6h,9h,0.298066964
6s,8s,9c,0.298050027
5s,7c,Ks,0.297997541
3c,6d,Ac,0.297984011
7d,Qs,Td,0.297984011
6h,8c,9s,0.297970779
6c,8h,Qd,0.297969810
7c,Jh,Qc,0.297956920
2c,5c,Ad,0.297956920
3c,6h,Ad,0.297916208
2d,Kc,Qs,0.297900675
2d,Js,Qc,0.297891180
4s,5s,Ad,0.297884369
4s,Qh,Th,0.297875404
4c,8s,Kc,0.297875404
4s,6d,Ah,0.297858862
2h,7s,Ac,0.297834508
2h,9h,Ks,0.297816952
6s,8h,Ts,0.297793519
2c,6c,8c,0.297793519
3d,Qc,Td,0.297771122
3s,Kd,Qc,0.297771122
6h,8c,Tc,0.297730926
4h,Jc,Th,0.297711262
5c,8s,Jc,0.297711262
5h,9c,Qs,0.297690640
5c,7d,Kc,0.297690640
6d,7d,8h,0.297631392
4h,Js,Th,0.297609800
5c,7c,Kh,0.297609800
7c,9h,Qc,0.297605941
2c,5s,As,0.297605941
7c,8d,Ts,0.297587176
5d,8s,Ah,0.297552095
5c,6c,Qh,0.297545625
4h,6s,Ac,0.297496727
3d,9h,Kh,0.297472451
5c,6s,Ad,0.297447037
2h,5c,Ad,0.297447037
5h,Ks,Ts,0.297432499
4d,9c,Kc,0.297432499
4h,9c,Qs,0.297432499
7c,9c,Qd,0.297392459
2c,2d,8h,0.297340102
2h,2s,9c,0.297336444
6h,7d,Kh,0.297282815
7d,8h,Ts,0.297271814
3c,6c,8c,0.297261286
2c,2h,9h,0.297241529
6d,7c,8h,0.297209781
2h,2s,6d,0.297200150
3s,8d,As,0.297165596
4d,7s,Ah,0.297158678
2c,Jd,Ks,0.297124853
4h,Jh,Qs,0.297109713
2c,2s,7d,0.297082242
6c,8s,Tc,0.297075454
4d,Qs,Th,0.297062756
6s,Jc,Qh,0.297056810
3d,7d,8d,0.297052043
2c,5c,Jc,0.297039532
2d,9c,Kd,0.297028126
3s,Jd,Kc,0.297017685
2s,Jh,Kc,0.296987198
3d,Kc,Th,0.296987198
6s,9h,Js,0.296987198
4d,Qs,Tc,0.296978478
2h,4d,Ad,0.296949911
2d,Jc,Kh,0.296946178
6h,7h,9c,0.296939187
5d,9s,Kh,0.296910810
2h,Qd,Th,0.296907874
6s,9c,Qs,0.296905068
7d,8s,Js,0.296905068
2d,3c,Ah,0.296905068
5s,Qh,Th,0.296863867
4d,6c,Kc,0.296824497
6s,Qd,Th,0.296823514
6c,8c,Qs,0.296823514
3c,5s,Ad,0.296822574
5h,8h,Kc,0.296821675
2c,3c,5c,0.296820815
2h,2s,5s,0.296820815
7s,9h,Qc,0.296820815
2d,9d,Kh,0.296739713
6h,9d,Qd,0.296739713
6s,7h,Qc,0.296738769
2d,Jc,Qs,0.296701685
3d,8d,Kc,0.296701685
4c,8s,Ad,0.296698144
4h,Js,Qc,0.296698144
6d,7c,9d,0.296656482
3s,7h,Ks,0.296650662
3s,7d,Ac,0.296618362
3h,7c,Ac,0.296614728
4d,9d,Kh,0.296614728
5h,6c,Kc,0.296610927
2d,7s,Ah,0.296610927
7s,8s,Jd,0.296577433
6c,7d,As,0.296541656
2h,6c,Ah,0.296530938
8c,9s,Kh,0.296525212
3s,Jh,Qd,0.296519217
6c,7h,9d,0.296507305
2h,8d,Ad,0.296501434
7c,8s,Tc,0.296495305
2h,Js,Qs,0.296488903
3d,6d,Ah,0.296488903
6d,7s,8d,0.296461126
5h,8s,Qs,0.296431073
2s,9c,Ks,0.296420731
5c,7d,8h,0.296395900
3s,4c,Ad,0.296395900
4d,8h,As,0.296362229
6d,8c,9d,0.296362229
4h,5h,Ks,0.296319815
6s,Kc,Td,0.296288404
2d,5h,Ah,0.296240792
3h,7h,Ks,0.296240792
3s,Js,Qd,0.296240792
6h,Js,Qs,0.296205004
6d,7c,9s,0.296191997
6d,8h,Jd,0.296178390
6h,Qs,Tc,0.296176528
5s,6s,7h,0.296163165
3d,6s,Ad,0.296135519
2s,8h,Ad,0.296121235
5s,6d,Qs,0.296106303
3h,Js,Qd,0.296106303
5c,6s,Ks,0.296053235
2c,2s,9d,0.296037094
6c,7s,8h,0.296037094
7d,Jh,Ts,0.296037094
7d,Qs,Tc,0.296028308
3h,Qs,Ts,0.296020221
6h,8d,9s,0.296004367
2s,7h,Ac,0.295994884
5d,7h,Kd,0.295977033
3s,7h,Ad,0.295977033
7s,Qd,Ts,0.295952579
7c,9h,Qs,0.295933747
4d,Js,Qc,0.295910181
3h,7d,Ac,0.295890363
7d,8d,Jc,0.295887590
2s,9s,Kh,0.295887590
6h,Js,Th,0.295865916
2h,9d,Ac,0.295865916
4c,Jh,Qd,0.295845953
2c,Jd,Qc,0.295825101
6s,7s,8h,0.295825101
4h,8h,Qd,0.295825101
2d,2h,Jd,0.295803297
2s,Ks,Tc,0.295782418
2c,7c,9c,0.295739640
2s,8s,Ac,0.295715834
7s,8c,Jd,0.295690913
7h,Qh,Ts,0.295684500
